ID,Lloc,Data,Hora,P.1,P.1.1,P.1.2,P.2,P.3,P.4,P.5,P.6.1,P.6.2,P.7.1,P.7.2,P.7.3,P.8.1,P.8.2,P.8.3,P.8.4,P.8.5,P.8.6,P.8.7,P.8.8,P.8.9,P.8.10,P.8.11,P.8.12,P.8.13,P.9.1,P.9.2,P.9.3,P.9.4,P.9.5,P.9.6,P.9.7,P.9.8,P.9.9,P.9.10,P.9.11,P.9.12,P.9.13,P.9.14,P.9.15,P.9.16,P.9.17,P.9.18,P.9.19,P.9.20,P.9.21,P.9.22,P.10,P.11,P.12,P.12.1,P.12.2,P.13.1,P.13.2,P.13.3,P.13.4,P.13.5,P.13.6,P.13.7,P.13.8,P.13.9,P.13.10,P.13.11,P.13.12,P.13.13,P.13.14,P.14,P.15,P.16,P.17.1,P.17.2,Observacions
4.15776732E8,1,2013-11-21,13:16:00,2,3,29,2,2,1,18,1,7,Sida,99,Embaràs,4,4,3,2,3,2,2,3,2,4,2,3,1,2,2,1,1,1,1,3,3,2,1,4,3,1,3,3,3,3,3,3,3,3,1,16,1,1,1,24,1,1,2,2,2,1,1,2,1,2,1,2,1,1,5,2,1,2,3,
4.15776733E8,1,2013-11-21,13:55:00,2,4,49,1,2,2,19,3,5,"Sida, Gonorrea, Sífilis",Fongs,Desestabilització psicològica,4,4,4,1,4,3,2,4,3,4,3,4,2,2,2,1,1,1,1,1,3,2,1,2,3,2,3,1,3,2,4,2,NA,3,1,16,1,2,NA,NA,2,1,2,1,2,2,1,2,2,2,1,2,2,4,3,4,1,1,1,
4.15776734E8,1,2013-11-21,14:16:00,2,5,58,1,2,2,22,3,4,Sida,Gonorrea,98,4,4,4,4,3,2,1,2,1,3,1,3,1,3,2,1,1,1,1,1,3,1,1,2,3,2,2,2,2,1,2,2,2,2,1,18,1,2,NA,NA,1,1,1,1,2,2,1,2,2,2,1,2,2,7,3,2,1,1,1,
4.15776735E8,1,2013-11-21,14:21:00,2,4,49,1,2,2,19,1,5,Sida,Fongs,"Ansietat, Trencament familiar",4,4,4,3,3,2,1,2,1,3,1,3,1,3,2,1,2,2,1,2,4,2,1,3,3,2,3,4,3,3,3,3,3,3,1,16,1,2,NA,NA,2,1,2,2,2,2,1,2,1,2,1,2,11,9,3,1,2,3,4,
4.15776736E8,1,2013-11-21,14:27:00,2,4,43,1,2,4,21,1,NA,"Sida, Gonorrea, Clamídia",Herpes,98,3,3,3,3,3,2,1,2,1,3,1,3,1,4,4,2,2,2,2,3,3,2,4,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,1,20,2,2,NA,NA,2,2,2,1,1,1,1,2,2,1,1,2,10,10,3,2,1,4,4,
4.15776737E8,1,2013-11-21,14:46:00,2,4,50,2,2,2,19,3,4,Sida,98,"Trencament familiar, embaràs, Desestabilització",4,4,4,4,3,2,1,4,2,3,4,1,3,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,3,3,4,2,4,3,2,13,1,1,1,16,1,1,2,1,2,2,1,2,2,2,2,2,2,6,5,3,1,1,4,
4.15776738E8,1,2013-11-21,12:16:00,2,4,44,1,2,4,25,1,3,"Sida, Hepatitis, Gonorrea",Herpes,98,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,2,1,1,1,1,2,2,1,2,1,NA,3,4,2,3,3,2,14,1,1,2,16,1,1,2,2,2,2,2,2,2,2,2,2,2,6,5,4,1,1,4,
4.15776739E8,1,2013-11-21,11:04:00,2,4,50,1,2,2,19,5,NA,Sida,98,Embaràs,3,3,4,3,4,3,3,4,3,4,4,3,3,2,2,2,2,2,2,2,4,2,2,4,2,2,4,2,3,3,1,3,2,1,1,16,1,2,1,1,1,2,2,1,2,2,2,2,2,2,3,3,3,1,1,3,4,3,4,
4.15776731E9,1,2013-11-22,11:38:00,2,4,46,2,2,2,22,3,4,"Sida, Papiloma",Gonorrea,"Embaràs, conflictes",4,4,4,4,4,4,2,4,2,4,1,4,2,2,2,1,2,1,1,1,3,1,1,2,3,3,1,3,3,3,3,2,4,3,1,14,1,2,NA,NA,2,1,2,1,1,1,1,1,1,2,2,2,2,2,3,3,1,4,4,
4.81976491E8,1,2013-11-21,12:50:00,2,3,30,2,2,2,19,1,4,Sida,98,98,3,3,4,2,3,2,2,3,1,3,1,2,1,2,2,1,2,2,1,1,4,1,1,4,3,1,4,3,3,1,3,3,3,3,1,18,1,1,1,6,1,1,2,1,2,1,1,2,2,2,1,1,7,7,5,1,1,3,3,
4.81976492E8,1,2013-11-21,14:05:00,2,4,49,1,2,2,19,3,4,"Sida, sífilis","Infeccions, fongs, desestabilització psicològica",98,3,2,2,2,2,1,1,2,1,2,1,2,1,3,1,1,2,1,1,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,16,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,6,4,2,1,4,4,
4.81976493E8,1,2013-11-21,14:15:00,2,4,48,1,2,2,23,3,5,Sida,98,Embaràs,4,4,4,3,4,3,2,4,2,4,2,4,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2,3,3,3,3,2,2,16,1,2,NA,NA,1,1,1,2,1,2,1,2,1,1,1,1,1,7,NA,1,1,3,3,
4.81976494E8,1,2013-11-21,14:27:00,2,4,48,1,2,4,21,1,2,"Sida, Hepatitis","Gonorrea, sífilis, fongs","Ladillas, infeccions",4,4,4,4,4,3,2,3,2,3,2,3,1,1,1,1,1,1,1,NA,2,1,3,1,3,2,2,3,3,1,3,3,3,3,1,18,2,2,NA,NA,2,2,2,1,2,1,1,2,2,2,1,2,7,7,3,2,1,4,3,
4.81976495E8,1,2013-11-21,15:15:00,2,5,58,2,2,2,19,3,5,Sida,99,Embaràs,4,3,4,4,4,3,3,4,3,3,1,3,2,2,2,1,2,1,1,1,3,1,1,4,3,1,2,3,3,1,3,3,3,2,1,16,1,1,1,24,1,1,2,2,1,1,1,1,2,1,1,1,1,9,4,2,1,3,4,
4.81976496E8,1,2013-11-21,15:54:00,2,3,30,2,2,2,19,3,4,"Sida, sífilis","INfeccions, fongs",Embaràs,4,4,4,4,4,2,1,3,1,4,1,3,2,3,1,1,1,1,1,1,4,1,1,2,2,1,3,3,3,1,3,1,3,2,1,15,1,1,1,42,1,1,2,1,2,1,1,2,1,1,1,1,7,6,5,3,1,4,2,
4.81976497E8,1,2013-11-22,11:36:00,2,4,49,1,2,3,21,5,NA,"Sida, fongs, ladillas",Picors a les parts íntimes,98,3,4,NA,1,3,2,1,3,2,3,1,NA,NA,2,1,1,2,2,2,2,3,2,1,3,2,1,4,1,3,2,NA,2,NA,2,2,16,1,1,2,42,1,1,2,1,2,2,1,2,1,1,2,1,7,7,4,3,1,1,2,
4.81976498E8,1,2013-11-22,11:53:00,2,4,49,1,2,2,19,3,5,"Herpes, sífilis, fongs",98,Embaràs,3,3,4,4,4,2,2,3,1,3,1,2,1,2,2,1,1,1,1,3,4,2,1,3,3,1,3,1,3,1,3,3,3,2,1,16,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,7,6,4,1,1,2,2,
4.81976499E8,1,2013-11-22,12:15:00,2,4,44,1,2,4,23,3,5,"Gonorrea, Sida",Herpes,98,4,4,3,4,4,4,4,4,4,2,1,1,4,3,2,1,1,2,2,NA,NA,1,1,4,4,1,NA,3,3,1,4,2,NA,NA,1,16,1,2,NA,NA,1,1,2,2,2,2,1,2,1,1,1,2,7,7,3,2,1,NA,3,
4.81976491E9,1,2013-11-22,12:40:00,2,4,44,1,2,4,22,4,6,"Sida, Gonorrea, sífilis",,Embaràs,3,4,3,4,4,4,3,3,3,4,2,3,2,2,2,1,1,1,1,2,2,1,1,3,21,2,2,3,3,2,1,3,2,2,2,14,1,2,NA,NA,1,1,2,2,2,1,1,2,2,21,1,2,2,2,3,3,1,3,4,
4.78194951E8,1,2013-11-25,14:05:00,2,4,48,2,2,1,18,3,5,"Sida, càncer d'uter",Fongs,Benestar personal,4,4,4,4,4,4,2,4,2,4,1,4,1,3,3,1,3,1,1,1,4,2,1,4,3,1,3,3,3,3,3,3,3,3,1,18,1,2,NA,NA,2,1,2,1,2,2,1,2,1,2,1,2,7,9,3,2,1,3,4,
4.78194952E8,1,2013-11-25,14:11:00,2,4,48,2,2,3,21,1,2,"Sida, sífilis, candidiasis",Herpes,Embaràs,4,4,4,4,4,3,2,4,2,4,1,4,1,2,2,1,1,1,1,2,4,1,1,3,3,NA,2,1,3,2,NA,2,3,2,2,17,1,1,1,24,2,1,2,1,2,1,1,1,2,1,1,1,6,6,5,2,1,2,3,
4.78194953E8,1,2013-11-25,14:21:00,2,4,44,1,2,3,23,3,5,"Sida, gonorrea",Herpes,98,4,4,3,2,4,3,1,2,1,2,1,2,1,4,2,1,1,1,2,NA,NA,NA,1,NA,3,1,3,1,3,1,3,2,3,2,2,15,1,1,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,4,
4.78194954E8,1,2013-11-25,14:45:00,2,3,28,2,2,1,18,3,4,"Sida, virus del papiloma",Herpes,Embaràs,4,3,3,4,4,4,3,4,3,4,2,4,2,2,3,1,1,1,1,1,4,1,1,4,2,1,2,3,3,1,4,2,1,2,1,16,1,1,1,13,1,1,2,1,1,2,1,2,2,1,1,1,1,1,5,3,1,4,3,
4.78194955E8,1,2013-11-25,15:10:00,2,3,28,2,2,1,19,1,4,Sida,98,98,4,3,3,4,3,3,2,3,1,3,1,4,1,2,2,1,1,2,1,1,3,1,1,3,2,1,3,1,3,3,3,3,3,2,1,18,1,1,1,18,1,1,1,1,2,1,1,2,2,2,2,2,8,6,6,2,1,3,4,
4.78194956E8,1,2013-11-25,15:20:00,2,4,49,2,2,1,18,3,4,Sida,98,Embaràs,4,3,3,3,3,3,2,2,2,3,2,2,2,3,3,2,2,3,3,3,3,3,2,3,3,1,3,3,3,2,NA,3,3,3,2,17,1,2,NA,NA,1,1,2,1,2,1,1,2,2,2,2,2,4,4,2,1,1,2,3,
4.78194957E8,1,2013-11-25,15:30:00,2,4,49,2,2,1,18,1,2,Sida,Herpes,99,4,4,4,4,4,3,2,3,2,3,1,3,1,3,2,1,1,1,1,1,4,2,1,3,3,1,2,1,3,2,3,2,3,3,1,15,1,2,NA,NA,2,2,2,1,2,1,1,2,2,2,1,2,4,6,NA,1,1,3,2,
4.78194958E8,1,2013-11-22,11:32:00,2,3,30,2,2,1,17,3,5,Sida,Herpes,Embaràs,3,3,3,3,4,3,3,3,2,3,1,3,1,2,2,1,1,1,1,2,2,1,1,2,3,2,2,3,3,1,3,3,3,2,1,15,1,1,1,24,1,1,2,2,2,1,1,1,2,1,1,1,2,6,4,1,1,4,4,
4.78194959E8,1,2013-11-22,11:52:00,2,1,12,2,1,1,18,3,5,"Sida,sífilis",Fongs,98,4,4,4,4,4,3,2,4,2,3,1,2,1,2,3,1,3,1,1,1,4,2,1,4,3,1,3,1,3,1,3,3,3,3,1,17,1,2,NA,NA,1,1,1,1,2,2,1,2,1,2,2,1,7,7,3,1,1,NA,3,
4.78194951E9,1,2013-11-22,12:15:00,2,4,44,1,2,4,22,1,2,"Sida, malalties degeneratives",Herpes,"Inseguretat, desestabilització emocional",4,4,4,4,3,1,1,NA,1,3,1,3,1,2,3,1,1,1,1,2,3,2,1,3,3,1,2,2,2,1,3,2,NA,NA,1,NA,1,2,NA,NA,1,1,1,1,NA,NA,1,2,1,1,1,1,2,3,NA,2,4,4,3,
,NA,NA,NA,2,6,73,1,2,2,19,5,6,"Sida, Monorrea",herpes,"Embaràs, baixada d'autoestima",4,4,4,4,4,3,3,4,3,3,2,3,1,2,2,1,2,1,1,2,4,1,1,4,3,1,2,3,3,1,3,2,3,3,1,16,1,1,2,26,1,1,2,1,1,1,1,2,2,2,1,2,11,6,5,3,1,3,3,GRUP4T
,NA,NA,NA,2,6,73,1,2,4,28,3,4,"Sida, Hepatitis","Sífilis, papiloma humà",Embaràs,4,4,4,4,4,2,1,4,2,4,1,4,1,NA,NA,1,1,1,1,1,2,1,1,2,2,2,2,NA,NA,1,NA,2,3,3,1,16,1,2,NA,NA,1,1,2,2,2,2,2,2,2,1,1,1,1,10,6,3,1,4,4,
,NA,NA,NA,2,6,74,1,2,2,20,5,NA,"Sida, Sífilis, herpes",Infeccions,Infeccions,3,3,3,2,3,3,2,3,3,3,1,3,1,3,3,1,2,1,1,1,3,1,1,3,3,1,3,3,3,2,3,2,NA,3,2,15,1,1,2,2,1,1,NA,1,NA,2,1,2,2,1,1,1,1,10,4,3,1,4,4,
,NA,NA,NA,2,6,73,1,2,2,19,2,4,"Sida, Gonorrea",Herpes,Embaràs,3,4,4,4,4,3,3,4,2,3,2,4,2,2,2,1,1,2,1,1,3,2,1,3,2,2,2,3,3,1,3,2,3,2,2,17,1,2,NA,NA,1,1,2,2,2,1,1,2,1,1,1,2,11,9,3,1,2,2,2,
,NA,NA,NA,2,6,74,1,2,2,21,3,NA,"VIH, Sífilis, ETS generalment",Fongs i infeccions,Embaràs no desitjat,4,3,3,2,2,2,1,2,1,2,3,NA,3,2,1,1,2,2,2,1,3,1,1,3,3,1,3,3,3,2,NA,3,3,2,2,16,1,1,2,18,1,1,NA,1,2,2,1,2,2,NA,NA,2,1,1,4,2,1,3,4,
,NA,NA,NA,2,6,74,1,2,2,20,5,NA,"Gonorrea, Sífilis, Sida, ladillas, herpes","Embarazo psicològico, candidiasis","Embarazos, que se te caiga la picha a cachos",4,4,4,4,4,2,2,4,2,4,2,4,4,2,2,2,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,13,2,1,1,6,1,1,2,2,2,1,1,2,1,1,1,1,NA,NA,5,5,1,3,3,
,NA,NA,NA,2,6,73,1,2,2,21,2,6,VIH i hepatitis,"Herpes genitals, infeccions associades","Embaràs no desitjat, conflictes socials",3,3,3,2,3,2,2,1,1,2,2,2,1,3,2,1,1,1,1,1,4,1,1,2,2,1,2,2,3,1,3,2,NA,2,1,14,1,1,2,29,1,1,1,2,1,2,1,1,2,1,1,1,2,NA,5,2,2,4,3,
,NA,NA,NA,2,5,60,2,2,1,18,1,5,Sida,"Infeccions vaginals, ladilles",Embaràs,4,4,4,4,3,3,1,4,1,4,1,4,2,2,2,1,1,1,1,2,2,1,1,2,3,1,2,3,3,1,3,3,3,3,NA,16,2,2,NA,NA,2,1,2,2,2,2,1,2,1,2,2,1,2,9,3,1,2,3,3,
,NA,NA,NA,2,5,60,2,2,3,20,3,6,"Sida, Virus Papiloma humà","Gonorrea, fongs","Embaràs no desitjat, tranquilitat mental",4,3,3,33,3,2,1,3,1,2,1,3,1,3,2,1,2,1,1,2,3,2,1,4,3,1,3,3,3,1,NA,2,NA,3,NA,17,1,1,1,18,1,1,2,2,1,2,1,2,1,2,1,2,1,6,4,2,1,2,2,
,NA,NA,NA,2,6,72,2,2,5,22,3,4,"Sida, hepatitis B, papiloma, sífilis",Clamidia,99,3,3,3,3,3,2,1,3,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,NA,1,3,2,3,2,3,2,NA,18,1,1,1,48,1,1,2,1,1,1,1,2,2,1,1,1,1,7,6,3,2,3,3,
,NA,NA,NA,2,6,74,2,2,3,22,1,3,"Sida, Sífilis, clamidia, gonorrea, etc.","herpes, fongs, infecció d'orina, etc.","Embaràs, etc.",4,3,3,3,3,3,2,3,2,3,1,3,1,3,2,1,1,1,1,1,3,1,1,3,2,1,2,1,3,2,3,2,3,2,2,14,1,1,1,12,1,1,2,1,1,1,1,2,1,1,1,1,2,6,5,2,1,3,3,
,NA,NA,NA,2,6,74,2,2,3,20,3,NA,"Sida, gonorrea, diverses ETS",Infeccions,Embarassos,4,2,3,3,4,2,1,3,1,3,1,3,1,2,2,1,1,1,1,1,4,1,NA,4,2,1,3,3,3,1,3,3,3,3,3,17,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,NA,NA,4,1,2,4,4,
,NA,NA,NA,2,6,73,2,2,3,20,3,NA,"Sida, gonorrea, sífilis, ladilles, herpes",candidiasis,Embaràs,4,4,4,4,4,4,4,4,4,3,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,3,2,3,2,3,3,1,17,1,1,1,24,1,1,NA,1,1,1,1,2,1,1,1,1,7,NA,4,1,1,NA,NA,
,NA,NA,NA,2,6,73,2,2,3,21,5,NA,"Sida, sífilis, gonorrea, ladillas, herpes genital","Embarazo psicològico, candidiasis","Embarazos, que no se levante luego, sequedad vaginal-""frigidez""",4,4,4,44,3,3,3,4,4,3,3,3,3,2,2,NA,1,1,1,1,2,1,3,3,2,1,3,3,3,1,3,1,3,3,1,16,1,1,1,6,1,1,2,2,2,2,2,2,2,1,1,1,1,2,5,5,1,2,2,
,NA,NA,NA,2,6,72,2,2,1,18,3,5,Sida,"Fongs, Enfermetat del petó",Inseguretat i preocupació,3,4,4,4,4,3,3,3,2,3,1,3,2,4,3,1,1,2,2,3,4,2,3,4,3,2,3,2,NA,3,3,3,3,3,3,NA,1,2,NA,NA,NA,1,2,1,1,1,1,2,1,1,1,2,6,6,NA,1,NA,3,3,
,NA,NA,NA,2,6,72,2,2,1,17,5,6,Sida,Fongs,Preocupació i intranquil·litat,3,2,3,3,3,2,2,3,2,3,1,3,2,3,3,1,2,1,2,2,3,2,1,4,3,1,3,3,3,1,3,2,3,2,1,16,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,2,7,4,2,1,2,2,
,NA,NA,NA,2,6,73,2,2,2,20,3,5,"Sida, Gonorrea, Virus del papiloma humà","Ladilles, infecció, fongs","Embaràs no desitjat, sexe forçat",4,3,3,3,3,2,1,3,1,3,1,3,1,2,2,1,2,1,1,1,3,1,1,2,2,1,2,1,3,2,3,2,NA,2,NA,16,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,6,5,3,1,2,1,
,NA,NA,NA,2,6,73,2,2,1,17,3,4,"Sida, Hepatitis",Infeccions,98,4,2,4,3,3,1,1,2,1,3,1,3,1,3,3,2,2,2,2,3,3,3,3,3,3,2,3,3,3,NA,3,3,3,3,NA,17,1,2,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,1,2,2,NA,
,NA,NA,NA,2,6,73,2,2,2,21,3,5,"Virus VIH, papiloma humà, gonorrea","Fongs vaginals, infeccions provocades per l'ús indegut del sexe","Embaràs no desitjat, baralles familiars, intranquil·litat mental",3,3,3,3,3,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,3,3,1,3,2,3,3,NA,16,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,10,4,3,1,3,4,
,NA,NA,NA,2,6,74,2,2,2,19,1,2,"Sida, papiloma, hepatitis","Fongs, infeccions vaginals, ladilles",Embaràs no desitjat,4,2,3,4,3,2,1,3,3,3,1,3,1,3,2,1,2,1,1,1,4,1,1,3,2,1,2,1,NA,2,3,1,NA,2,NA,16,1,1,1,18,1,1,1,1,2,1,1,2,1,1,1,2,9,9,4,3,1,4,4,
,NA,NA,NA,2,6,74,2,2,2,19,3,5,"Sida, gonorrea","Infecció d'orina, herpes",Embarassos no desitjats,4,3,3,3,3,2,1,2,1,3,1,3,1,3,2,1,1,1,1,1,4,2,1,3,3,1,2,1,3,1,NA,1,3,3,NA,16,1,2,NA,NA,1,1,2,1,2,1,1,2,2,2,2,2,1,6,1,3,2,3,4,
,NA,NA,NA,2,5,60,2,2,3,21,1,NA,Sida,Fongs,Embaràs no desitjat,4,4,3,4,4,3,1,4,2,3,1,3,1,3,2,1,2,1,1,3,3,2,1,3,3,1,2,1,3,2,3,2,3,2,3,17,1,1,1,3,1,1,2,1,2,2,1,2,2,1,2,1,1,7,5,2,1,2,3,
,NA,NA,NA,2,5,62,2,2,2,20,3,4,VIH,"Gonorrea, fongs","Embaràs no desitjat, possibles infeccions",4,4,3,3,4,2,1,3,1,3,1,3,1,3,3,1,2,1,1,3,4,3,1,4,3,1,4,3,3,1,3,3,3,3,3,18,1,2,NA,NA,1,1,2,1,1,2,1,2,2,1,2,2,1,7,2,1,1,2,2,
,NA,NA,NA,2,5,63,2,2,3,21,6,NA,Sífilis,Fongs,"Que et facin mal, el desamor",4,4,4,4,4,3,1,4,1,3,1,3,1,1,1,1,1,1,1,2,2,1,2,2,1,3,1,3,3,2,3,2,NA,2,NA,13,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,7,6,4,4,1,1,
,NA,NA,NA,2,5,58,2,2,1,19,3,5,Sida,"fongs, gonorrea",Embarassos no desitjats,3,2,4,4,4,2,2,4,2,3,1,3,1,2,1,1,1,1,1,3,4,2,1,4,3,1,3,3,3,1,NA,1,NA,2,NA,15,1,2,NA,NA,2,1,1,1,1,1,2,2,2,1,1,1,2,4,2,3,1,4,3,
,NA,NA,NA,2,5,58,2,2,1,18,3,7,"VIH, gonorrea","Infeccions, fongs",Embarassos no desitjats,4,3,4,4,4,2,2,2,2,3,1,3,1,2,2,1,1,1,2,3,2,1,1,2,2,1,2,2,3,1,3,2,3,2,NA,14,1,2,NA,NA,1,1,2,1,1,1,1,1,1,1,1,1,2,9,4,4,1,4,NA,
,NA,NA,NA,2,5,59,2,2,2,20,4,6,"VIH, gonorrea, papiloma humà",Lladelles,Embarassos,3,3,3,3,3,2,2,3,2,3,1,3,1,1,1,2,2,1,1,NA,NA,2,3,3,3,1,4,3,1,3,4,4,3,NA,NA,18,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,8,8,4,1,1,3,3,
,NA,NA,NA,2,5,59,2,2,3,24,3,NA,"VIH, Sífilis, gonorrea, papiloma humà",ladilles,Embaràs no desitjat,4,4,4,4,2,2,2,4,2,3,1,3,2,2,2,1,1,1,1,2,3,1,1,NA,2,1,3,2,2,1,2,4,4,3,1,16,3,1,2,5,1,1,1,1,1,1,1,1,2,2,2,1,9,9,5,2,2,4,4,
,NA,NA,NA,2,5,58,2,2,3,20,5,NA,"Sida, Clamidies, gonorrea","Infeccions vaginals, ladilles","Embaràs, malalties de transmisió sexual",4,4,4,4,4,4,4,4,4,4,2,4,3,2,2,1,1,1,1,1,4,1,1,4,2,1,NA,1,3,1,3,3,2,3,2,16,1,1,1,3,1,1,1,2,2,1,1,1,1,2,1,1,9,9,3,2,1,4,4,
,NA,NA,NA,2,5,58,2,2,2,19,3,4,"Sida, Infeccions greus",Infeccions,Embarassos no desitjats,4,3,33,11,4,1,1,3,1,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,2,NA,NA,2,1,1,1,2,1,1,2,1,2,1,1,7,7,NA,1,1,3,3,
,NA,NA,NA,2,5,58,2,2,2,21,3,6,"VIH, càncer d'úter","Gonorrea, fongs",Embaràs,3,4,4,4,4,2,1,3,1,3,1,3,1,2,1,2,2,1,1,2,2,1,1,2,1,2,1,3,3,1,3,2,3,2,2,16,2,NA,NA,NA,2,1,1,1,2,2,1,2,2,1,1,1,2,6,4,3,2,NA,4,
,NA,NA,NA,2,5,58,2,2,2,20,3,5,"Hepatitis, Sida, gonorrea",Fongs,"Embarassos, fongs, etc.",4,3,4,2,4,3,2,4,2,3,1,33,2,3,3,1,2,1,1,1,4,2,1,3,3,1,2,1,3,2,3,2,3,2,2,16,1,1,1,8,1,1,1,1,2,1,1,2,2,2,1,2,6,6,5,3,2,3,3,
,NA,NA,NA,2,5,62,2,2,2,18,5,NA,Sida,"Gonorrea, fongs",Embarassos,4,4,4,4,4,3,1,4,1,2,1,3,1,3,2,1,1,1,1,1,3,1,1,2,1,1,2,2,3,1,3,2,3,3,3,17,1,1,1,13,1,1,2,1,2,1,1,2,2,1,1,1,6,6,5,3,2,2,2,
,NA,NA,NA,2,5,62,2,2,1,17,2,3,"Sida, VHS",99,Embarassos no desitjats,4,4,2,2,3,NA,2,3,2,3,1,3,1,4,3,2,2,2,2,2,2,2,2,4,3,2,3,3,3,1,3,3,3,3,3,15,1,2,NA,NA,2,1,2,1,2,2,1,2,1,2,2,1,7,8,2,1,4,4,3,
,NA,NA,NA,2,5,62,2,2,2,19,1,3,Sida,Fongs,Embaràs,4,3,3,1,4,3,2,2,1,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,2,NA,NA,2,1,2,1,2,1,1,2,2,2,2,2,7,6,1,1,1,3,2,
,NA,NA,NA,2,5,59,2,2,2,19,3,5,Sida,Fongs,Embaràs,4,3,3,2,2,1,1,2,1,2,1,3,1,3,3,3,3,3,3,3,3,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,2,NA,NA,2,1,2,1,2,2,1,2,1,2,2,2,2,6,NA,1,1,2,3,
,NA,NA,NA,2,5,59,2,2,1,17,3,NA,Sida,99,Embarassos no desitjats,4,NA,3,4,4,3,3,4,NA,2,1,3,2,3,3,1,1,2,2,1,4,1,1,4,3,1,3,3,3,1,3,3,3,3,NA,16,1,1,1,23,1,1,2,2,2,2,1,1,1,1,2,1,7,9,3,2,2,4,4,
,NA,NA,NA,2,5,70,2,2,2,20,3,4,"Sida, mononucleosis",Fongs,Embaràs,3,3,4,4,4,3,2,4,2,3,1,3,1,2,2,1,1,1,1,3,1,1,3,2,1,3,1,3,2,3,2,3,2,2,2,15,1,1,1,24,1,1,1,1,2,1,1,2,2,2,1,1,6,6,5,2,2,2,2,
,NA,NA,NA,2,5,70,2,2,2,20,NA,NA,Sida,"Fongs, gonorrea",99,3,3,2,3,3,2,1,1,1,2,1,2,1,3,2,1,2,1,4,2,3,2,2,2,4,2,2,4,4,1,4,4,4,3,NA,16,1,2,NA,NA,1,1,2,2,1,1,1,1,1,2,2,2,1,1,NA,1,1,4,4,
,NA,NA,NA,2,5,74,1,2,2,18,3,5,"Sida, sífilis","Infeccions, gonorrea",Embarassos no desitjats,3,3,3,4,4,2,1,3,1,3,1,3,1,4,3,1,1,1,1,1,NA,1,1,2,3,1,2,2,2,1,3,2,3,2,NA,14,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,6,4,3,1,4,3,
,NA,NA,NA,2,7,87,1,2,3,21,3,4,"VIH, Hepatitis","Infecciones, Hongos",Psicológicos,4,3,3,3,3,3,2,3,3,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,3,3,2,NA,1,3,2,2,15,1,1,2,18,1,1,1,1,2,1,1,2,1,1,1,1,9,6,5,4,1,3,4,Grup 5T
,NA,NA,NA,2,7,87,1,2,4,21,1,5,VIH,Infecciones,99,4,4,4,4,4,2,2,4,2,4,1,4,2,3,2,1,1,1,2,1,3,1,1,3,3,2,3,2,3,3,3,1,NA,2,1,14,1,2,NA,NA,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,4,
,NA,NA,NA,2,13,81,1,2,3,22,3,4,"VIH, Sífilis","Fongs, Gonorrea",Embarassos,4,4,4,3,4,4,4,4,3,4,2,4,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,3,3,3,3,1,3,2,1,15,1,1,2,12,1,1,2,2,2,1,1,1,2,2,1,2,8,6,5,4,1,4,4,
,NA,NA,NA,2,7,87,1,2,4,22,3,5,"VIH, VPH, Sífilis","Gonorrea, Ladillas, Fongs",Picores,4,4,4,4,4,2,1,4,3,4,1,4,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,3,3,3,1,NA,3,1,17,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,5,4,1,3,4,
