PONDERA;ORDRE_REVISADA;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;TIP_TEL;ENQUESTADOR_CODI;ENQUESTADOR_SEXE;ENQUESTADOR_EDAT;ENQUESTADOR_ESTUDIS;ENQUESTADOR_NACIONALITAT;NUM_QUEST_CAMP;PROVINCIA;HABITAT;MUNICIPI;COMARCA;DOMICILI_PARTICULAR;LLENGUA_ENQUESTA;LLENGUA_SISTEMA;PADRO;CIUTADANIA;SEXE;EDAT;EDAT_GR;EDAT_CEO;US_TELEFON_FIX;LLOC_NAIX;HORA_PRIMERA_PREGUNTA;CIRCUIT_992_1;P1;P2;P3;P4;P5;P5_LITERALS;P6;P7;P8;P9;P10;P11;P12_1;P12_2;P13_A;P13_B;P13_C;P13_D;P13_E;P14;P15;P15_LITERALS;P16_1;P16_2;P16_3;P16_4;P16_LITERALS;P17;P17_LITERALS;P18_A;P18_B;P18_B_LITERALS;P19A_A_FERNANDEZ;P19B_A_FERNANDEZ;P19A_L_BORRAS;P19B_L_BORRAS;P19A_P_ARAGONES;P19B_P_ARAGONES;P19A_S_ILLA;P19B_S_ILLA;P19A_J_ALBIACH;P19B_J_ALBIACH;P19A_C_CARRIZOSA;P19B_C_CARRIZOSA;P19A_D_SABATER;P19B_D_SABATER;P19A_I_GARRIGA;P19B_I_GARRIGA;P19A_A_CHACON;P19B_A_CHACON;P20;P21;P22;P23;P23_LITERALS;P24;P25;P26;P27;P28;P29;P29_LITERALS;P30;P31;P32;P33;P33_LITERALS;P34;P34_LITERALS;P35;P36;P37;P38;P39;P40_1;P40_2;P40_3;P40_4;P40_LITERALS;HORA_ÚLTIMA_PREGUNTA;E1;E2;E3;E4;E5;E6;SUPERVISADA;P5R;P15R;P16_1R;P16_2R;P16_3R;P16_4R;P17R;P18R;P18_CENS;P18R_CENS;P16R
1;11;2021;1; ; ; ;975;Trucada a telèfon fix;629;Dona;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 150.001 a 1.000.000;BADALONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;79;65 anys o més;De 75 a 79 anys;Sí, en fa ús;Altres comunitats autònomes; ;1;Bona;Dolenta;Molt;5;ERC;-;Centre-esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat aniré a votar;La ideologia; ;Ho té molt en compte;Ho té molt en compte;No ho té gens en compte;Ho té molt en compte;9;Abans que comenci la campanya;No ho sap;-;ERC;PSC; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;PSC;-;No; ;Sí;6;Sí;6;Sí;Excel·lent;Sí;6;Sí;5;Sí;Excel·lent;No; ;No; ;1964;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Ateisme;-; ;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Casat/ada;3;Només català/ana;Castellà;-;Castellà;-;Classe mitjana; ;2;Inferiors a 1.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Bastant;Bastant;Bastant;Sí;ERC;NS/NC;ERC;PSC; ; ;NS/NC;PSC;PSC;PSC;ERC / PSC
1;12;2021;1; ; ; ;735;Trucada a telèfon fix;98;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;74;65 anys o més;De 70 a 74 anys;Sí, en fa ús;Altres comunitats autònomes; ;2;Ni bona ni dolenta;Dolenta;Gens;4;Cap;-;No ho sap;5;No ho sap;Una regió d’Espanya;No;Amb tota seguretat aniré a votar;Cap d’aquests; ;No ho sap;No ho sap;No ho sap;No ho sap;No ho sap;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;No ho recorda;-;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;1950;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;No treballa;Treball domèstic no remunerat; ; ;Sap llegir i escriure però va anar menys de 5 anys a l’escola;-;Casat/ada;8;Només espanyol/a;Castellà;-;Castellà;-; ;Classe mitjana baixa;2;No contesta;No; ; ; ; ;-; ;No;Alguna vegada;Molt;Poc;Molt;Poc; ;Cap;NS/NC;NS/NC; ; ; ;NS/NC;NS/NC;No ho recorda;NS/NC;NS/NC
1;13;2021;1; ; ; ;896;Trucada a telèfon fix;98;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 2.001 a 10.000; ;Osona;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;78;65 anys o més;De 75 a 79 anys;Sí, en fa ús;Catalunya; ;2;Ni bona ni dolenta;Dolenta;Gens;7;Junts per Catalunya;-;Dreta;7;Un nivell suficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;Cap d’aquests; ;No ho sap;Ho té molt en compte;7;7;No ho sap;El mateix dia de les eleccions;Junts per Catalunya;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;Altres partits;CIU;No; ;No; ;No; ;No; ;No; ;No; ;Sí;Excel·lent;No; ;No; ; ;Catalunya;Catalunya;Catolicisme;-;Sí, un cop per setmana o més;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Vidu/a;6;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe mitjana baixa;1;Inferiors a 1.000€;Sí;Ceguesa, visual; ; ; ;-; ;No;Sovint;Gens;Bastant;Bastant;Molt; ;Junts per Catalunya;Junts per Catalunya; ; ; ; ;ERC;Altres, blanc;Altres partits;Altres, blanc; 
1;14;2021;1; ; ; ;836;Trucada a telèfon mòbil;629;Dona;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;TARRAGONA;De 10.001 a 50.000; ;Baix Camp;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;50;De 50 a 64 anys;De 50 a 54 anys;No;Catalunya; ;2;Molt dolenta;Dolenta;Gens;Molt dolenta;CUP;-;No contesta;No ho sap;Un nivell insuficient d’autonomia;No ho sap;No contesta;Amb tota seguretat no aniré a votar;No ho sap; ;No ho té gens en compte;No ho té gens en compte;No ho té gens en compte;No ho té gens en compte;No ho té gens en compte;Abans que comenci la campanya;No votarà;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;No contesta;-;No; ;No; ;Sí;No ho sap;Sí;5;No; ;Sí;Molt deficient;No; ;No; ;No; ; ;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Ateisme;-; ;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;No contesta;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe mitjana baixa;4;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Molt;Poc;Molt;Poc; ;CUP;No votaria; ; ; ; ;ERC;NS/NC;No contesta;NS/NC; 
1;15;2021;1; ; ; ;621;Trucada a telèfon fix;98;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Occidental;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;57;De 50 a 64 anys;De 55 a 59 anys;Sí, en fa ús;Catalunya; ;1;Molt dolenta;Molt dolenta;Bastant;3;PSC;-;Esquerra;5;Massa autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;El líder/cap de llista;L’actuació en el Govern/L’actuació a l’oposició;Ho té molt en compte;8;Ho té molt en compte;9;Ho té molt en compte;Abans que comenci la campanya;PSC;-; ; ; ; ;-;PSC;-;Estic segur/a que vaig votar;C’s;-;No; ;Sí;Molt deficient;Sí;1;Sí;8;No; ;No; ;No; ;No; ;No; ; ;Catalunya;Altres comunitats autònomes;Catolicisme;-;Sí, algun cop a l’any;No treballa;Aturat /ada i busca la primera feina; ; ;Cursos d’especialització professional, Postgrau, Màster (MIR, FIR...);-;Casat/ada;1;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-;Classe mitjana; ;3;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Mai;Poc;Molt;Molt;Bastant; ;PSC;PSC; ; ; ; ;PSC;C's;C’s;C's; 
1;16;2021;1; ; ; ;563;Trucada a telèfon fix;629;Dona;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;GIRONA;Menor o igual a 2.000; ;Ripollès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;59;De 50 a 64 anys;De 55 a 59 anys;Sí, en fa ús;Catalunya; ;2;Molt dolenta;Dolenta;Bastant;8;Junts per Catalunya;-;Centre-esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;El líder/cap de llista;La ideologia;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Abans que comenci la campanya;Junts per Catalunya;-; ; ; ; ;-;Junts per Catalunya;-;Estic segur/a que vaig votar;Junts per Catalunya;-;Sí;2;Sí;Excel·lent;Sí;8;Sí;5;Sí;5;Sí;Molt deficient;Sí;7;No; ;Sí;6; ;Catalunya;Catalunya;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Diplomatura, Enginyeria/arquitectura tècnica o equivalent;-;Casat/ada;2;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe mitjana alta;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;Junts per Catalunya;Junts per Catalunya; ; ; ; ;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya; 
1;17;2021;1; ; ; ;1299;Trucada a telèfon fix;629;Dona;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 150.001 a 1.000.000;BADALONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;61;De 50 a 64 anys;De 60 a 64 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Dolenta;Poc;5;ERC;-;Esquerra;Màxim catalanisme;No contesta;Un Estat dins una Espanya federal;Sí;Amb tota seguretat aniré a votar;La ideologia; ;7;9;8;9;8;Abans que comenci la campanya;ERC;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;ERC;-;No; ;Sí;No ho sap;Sí;7;Sí;No ho sap;No; ;No ho sap; ;Sí;8;No; ;No; ; ;Altres comunitats autònomes;Catalunya;Cap: Ateisme;-; ;No treballa;Treball domèstic no remunerat; ; ;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Casat/ada;1;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe mitjana;2;Entre 1.001€ i 2.000€;Sí;Sistema nerviós; ; ; ;epilepsia; ;No;Quasi mai;Poc;Bastant;Poc;Bastant; ;ERC;ERC; ; ; ; ;NS/NC;ERC;ERC;ERC; 
1;18;2021;1; ; ; ;760;Trucada a telèfon fix;645;Home;53;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;SANT BOI DE LLOBREGAT;Baix Llobregat;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;47;De 35 a 49 anys;De 45 a 49 anys;Sí, en fa ús;Catalunya; ;1;Molt dolenta;Dolenta;Bastant;5;ERC;-;Esquerra;8;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;Sí;Amb tota seguretat aniré a votar;La ideologia;Les propostes electorals;8;8;8;8;No ho té gens en compte;Altres;ERC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;ERC;-;No; ;Sí;7;Sí;7;Sí;6;Sí;5;Sí;Molt deficient;Sí;7;Sí;2;Sí;5; ;Catalunya;Catalunya;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Diplomatura, Enginyeria/arquitectura tècnica o equivalent;-;Solter/a;0;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana-baixa; ;2;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Quasi mai;Poc;Bastant;Bastant;Bastant; ;ERC;ERC; ; ; ; ;ERC;ERC;ERC;ERC; 
1;19;2021;1; ; ; ;912;Trucada a telèfon fix;98;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Oriental;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;67;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Altres comunitats autònomes; ;2;Dolenta;Dolenta;Molt;5;ERC;-;Esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;El propi partit;La ideologia;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;7;Abans que comenci la campanya;ERC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;ERC;-;Sí;Molt deficient;Sí;5;Sí;7;Sí;6;No; ;Sí;Molt deficient;Sí;7;Sí;No ho sap;No; ;1966;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Casat/ada;2;Més català/ana que espanyol/a;Castellà;-;Castellà;-; ;Classe mitjana alta;3;Més de 5.000€;Sí;Altres; ; ; ;ARTRITIS REUMATOIDE; ;No;Quasi mai;Gens;Molt;Molt;Bastant; ;ERC;ERC; ; ; ; ;ERC;ERC;ERC;ERC; 
1;20;2021;1; ; ; ;736;Trucada a telèfon fix;98;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;Menor o igual a 2.000; ;Berguedà;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;58;De 50 a 64 anys;De 55 a 59 anys;Sí, en fa ús;Catalunya; ;1;Molt dolenta;Dolenta;Gens;Molt dolenta;Cap;-;No ho sap;6;No ho sap;Una regió d’Espanya;Sí;Amb tota seguretat no aniré a votar;Cap d’aquests; ;6;8;7;8;7;Abans que comenci la campanya;No votarà;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;PSC;-;No; ;Sí;4;Sí;7;No; ;No; ;No; ;Sí;No ho sap;No; ;Sí;5; ;Catalunya;Catalunya;Catolicisme;-;No, mai;No treballa;Aturat /ada i busca la primera feina; ; ;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Casat/ada;1;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana-baixa; ;2;Inferiors a 1.000€;No; ; ; ; ;-; ;No;Mai;Gens;Bastant;Bastant;Bastant; ;Cap;No votaria; ; ; ; ;NS/NC;PSC;PSC;PSC; 
1;21;2021;1; ; ; ;598;Trucada a telèfon mòbil;629;Dona;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;32;De 25 a 34 anys;De 30 a 34 anys;No;Catalunya; ;1;Molt dolenta;Molt dolenta;Bastant;Molt dolenta;No contesta;-;Esquerra;7;Un nivell suficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;Ho té molt en compte;9;Ho té molt en compte;9;Ho té molt en compte;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;-;ERC;-;Estic segur/a que vaig votar;No contesta;-;Sí;Molt deficient;Sí;3;Sí;4;Sí;8;Sí;7;Sí;5;Sí;5;Sí;Molt deficient;Sí;5; ;Altres comunitats autònomes;Catalunya;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada eventual o interí/ina;Sector públic (Administració Pública + empreses públiques);Cursos d’especialització professional, Postgrau, Màster (MIR, FIR...);-;Solter/a;0;Més català/ana que espanyol/a;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-;Classe mitjana; ;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Quasi mai;Bastant;Bastant;Bastant;Poc; ;NS/NC;NS/NC;NS/NC; ; ; ;ERC;NS/NC;No contesta;NS/NC;NS/NC
1;22;2021;1; ; ; ;816;Trucada a telèfon mòbil;629;Dona;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;CERDANYOLA DEL VALLÈS;Vallès Occidental;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;58;De 50 a 64 anys;De 55 a 59 anys;No;Catalunya; ;1;Dolenta;Dolenta;Gens;Molt dolenta;Cap;-;Centre;5;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;5;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;7;Ho té molt en compte;Ho té molt en compte;5;Ho té molt en compte;Durant la campanya electoral;No ho sap;-;No ho sap; ; ; ;-;No ho recorda;-;Vaig pensar en anar a votar, però no ho vaig fer; ;-;No; ;No; ;No; ;Sí;No ho sap;No; ;No; ;Sí;No ho sap;No; ;No; ; ;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;Sí, algun cop a l’any;No treballa;Treball domèstic no remunerat; ; ;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Casat/ada;3;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe mitjana; ;4;No ho sap;No; ; ; ; ;-; ;No;Alguna vegada;Bastant;Poc;Poc;Poc; ;Cap;NS/NC;NS/NC; ; ; ;NS/NC; ;No va votar;No va votar;NS/NC
1;23;2021;1; ; ; ;705;Trucada a telèfon mòbil;98;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;66;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Dolenta;Bastant;5;Cap;-;Extrema esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;La ideologia;Les propostes electorals;5;5;1;1;5;Abans que comenci la campanya;CUP;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;CUP;-;Sí;Molt deficient;Sí;7;Sí;5;Sí;2;Sí;5;Sí;Molt deficient;Sí;9;Sí;Molt deficient;Sí;5; ;Altres comunitats autònomes;Catalunya;Cap: Agnosticisme;-; ;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector públic (Administració Pública + empreses públiques);ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Separat/ada;1;Només català/ana;Català (Valencià/Balear);-;Totes dues igual: català (valencià/balear) i castellà;-;Classe mitjana-baixa; ;1;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;Cap;CUP; ; ; ; ;ERC;CUP;CUP;CUP; 
1;24;2021;1; ; ; ;885;Trucada a telèfon fix;18;Dona;46;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;TARRAGONA;De 10.001 a 50.000; ;Baix Penedès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;75;65 anys o més;De 75 a 79 anys;Sí, en fa ús;Catalunya; ;1;Ni bona ni dolenta;Dolenta;Gens;8;No contesta;-;Esquerra;5;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;No ho sap; ;8;5;5;8;8;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;No contesta;-;No; ;Sí;No contesta;Sí;No contesta;Sí;No contesta;No; ;No; ;Sí;No contesta;No; ;No; ; ;Catalunya;Catalunya;Catolicisme;-;Sí, algun cop a l’any;No treballa;Treball domèstic no remunerat; ; ;Va anar a l’escola 5 o més anys però sense completar ESO, EGB o Batxillerat elemental;-;Vidu/a;2;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana; ;2;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Sovint;Bastant;Gens;Bastant;Bastant; ;NS/NC;NS/NC;NS/NC; ; ; ;NS/NC;NS/NC;No contesta;NS/NC;NS/NC
1;25;2021;1; ; ; ;895;Trucada a telèfon fix;629;Dona;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 2.001 a 10.000; ;Vallès Oriental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;66;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Altres comunitats autònomes; ;2;Dolenta;Dolenta;Molt;No ho sap;Catalunya en Comú Podem;-;Esquerra;7;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició; ;8;9;9;9;No ho sap;Abans que comenci la campanya;ERC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;Catalunya en Comú Podem;-;No ho sap; ;Sí;No ho sap;Sí;6;Sí;No ho sap;No; ;No; ;Sí;No ho sap;No ho sap; ;No; ;1980;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Casat/ada;2;No contesta;Castellà;-;Castellà;-; ;Classe mitjana alta;2;Entre 3.001€ i 4.000€;No; ; ; ; ;-; ;No;Alguna vegada;Poc;Poc;Poc;Bastant; ;Catalunya en Comú Podem;ERC; ; ; ; ;ERC;Catalunya en Comú Podem;Catalunya en Comú Podem;Catalunya en Comú Podem; 
1;26;2021;1; ; ; ;635;Trucada a telèfon mòbil;18;Dona;46;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;30;De 25 a 34 anys;De 30 a 34 anys;No;Catalunya; ;2;Dolenta;Dolenta;Poc;5;ERC;-;Esquerra;7;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;Les propostes electorals; ;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Durant la campanya electoral;ERC;-; ; ; ; ;-;ERC;-;No vaig votar; ;-;No; ;No; ;Sí;5;Sí;5;No; ;No; ;No; ;No; ;Sí;5; ;Catalunya;Catalunya;Cap: Ateisme;-; ;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Solter/a;0;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe mitjana alta;2;Entre 3.001€ i 4.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Gens;Molt;Bastant; ;ERC;ERC; ; ; ; ;ERC; ;No va votar;No va votar; 
1;27;2021;1; ; ; ;670;Trucada a telèfon mòbil;18;Dona;46;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;GIRONA;De 2.001 a 10.000; ;Ripollès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;65;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Altres comunitats autònomes; ;2;Dolenta;Dolenta;Poc;4;Cap;-;Centre-esquerra;9;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;Sí;1;L’actuació en el Govern/L’actuació a l’oposició; ;8;8;4;8;Ho té molt en compte;Abans que comenci la campanya;No votarà;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;ERC;-;Sí;4;Sí;8;Sí;4;Sí;7;Sí;6;Sí;Molt deficient;Sí;4;Sí;2;Sí;6;1960;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;Sí, algun cop a l’any;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Diplomatura, Enginyeria/arquitectura tècnica o equivalent;-;Casat/ada;2;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Castellà;-; ;Classe mitjana;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Gens;Bastant;Molt;Sí;Cap;No votaria; ; ; ; ;ERC;ERC;ERC;ERC; 
1;28;2021;1; ; ; ;864;Trucada a telèfon mòbil;853;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;TARRAGONA;De 50.001 a 150.000;REUS;Baix Camp;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;57;De 50 a 64 anys;De 55 a 59 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Dolenta;Bastant;5;Junts per Catalunya;-;Centre-dreta;8;Un nivell suficient d’autonomia;Un Estat dins una Espanya federal;Sí;Amb tota seguretat aniré a votar;Les propostes electorals; ;8;Ho té molt en compte;Ho té molt en compte;9;Ho té molt en compte;Durant la campanya electoral;Junts per Catalunya;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;Junts per Catalunya;-;Sí;5;Sí;8;Sí;9;Sí;8;Sí;7;Sí;2;Sí;6;Sí;3;Sí;4; ;Catalunya;Catalunya;Catolicisme;-;Sí, algun cop al mes;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Més català/ana que espanyol/a;Totes dues igual: català (valencià/balear) i castellà;-;Català (Valencià/Balear);-;Classe mitjana; ;4;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;Junts per Catalunya;Junts per Catalunya; ; ; ; ;ERC;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya; 
